Statutory_Code,Literal_display,Code_Type,Charge_Type,Type,CJIS,Low Term (Months),Mid Term (Months),Upper Term (Months),AB109,Wobbler,Calcrim Instruction,
592(b),"Taking water from canal, ditch, ﬂume, or reservoir w/prior conviction",PC,Crime,Felony,,16,24,36,No,Yes,,
593,Interfering w/electric power line,PC,Crime,Felony,,16,24,36,Yes,Yes,,
593a ,Malicious damage to timber/trees,PC,Crime,Felony,,16,24,36,No,No,,
593c ,Malicious interference w/gas line,PC,Crime,Felony,,16,24,36,No,No,,
593d(b) ,"Manufacture or distribution of 10 or more, or sale of 5 or more, unauthorized video signal converter boxes",PC,Crime,Felony,,16,24,36,No,Yes,,
593d(b) ,"Manufacture or distribution of less than 10, or sale of less than 5, unauthorized video signal converter boxes w/prior conviction",PC,Crime,Felony,,16,24,36,No,Yes,,
594(b)(1),Vandalism of $400 or more ,PC,Crime,Felony,,16,24,36,Yes,Yes,,
594.3(a),Vandalism of place of worship or cemetery,PC,Crime,Felony,,16,24,36,Yes,Yes,,
594.3(b) ,Vandalism of place of worship or cemetery committed for purpose of deterring free exercise of religious beliefs ,PC,Crime,Felony,,16,24,36,Yes,No,,
594.35,Vandalism of mortuary; disturbing or obstructing funeral service ,PC,Crime,Felony,,16,24,36,Yes,Yes,,
594.4,"Defacing, damaging, or contaminating property w/noxious or caustic chemical or substance",PC,Crime,Felony,,16,24,36,Yes,Yes,,
594.7,Vandalism w/2 prior convictions of vandalism ,PC,Crime,Felony,,16,24,36,No,Yes,,
597,"Killing, maiming, or abusing animals  ",PC,Crime,Felony,,16,24,36,Yes,Yes,2953,
597b(c),Animal ﬁghting exhibition violation w/prior conviction,PC,Crime,Felony,,16,24,36,No,Yes,,
597.5(a),Dog ﬁghting,PC,Crime,Felony,,16,24,36,Yes,No,,
598c ,Conducting transaction involving horse w/ intent to kill horse for human consumption,PC,Crime,Felony,,16,24,36,No,No,,
598d ,Sale of horsemeat for human consumption w/prior conviction,PC,Crime,Felony,,24,ID,60,No,No,,
600(a),Inﬂicting serious injury on police horse or dog,PC,Crime,Felony,,16,24,36,Yes,Yes,,
601,Trespass consisting of credible threat to cause serious bodily injury and unlawful entry onto property within 30 days of the threat,PC,Crime,Felony,,16,24,36,Yes,Yes,,
607,"Injury or destruction of hydra-power equipment of $5,000 or more",PC,Crime,Felony,,16,24,36,Yes,Yes,,
610,Tampering w/signal lights,PC,Crime,Felony,,16,24,36,Yes,No,,
617,Injuring or destroying other's written instrument,PC,Crime,Felony,,16,24,36,Yes,No,,
620,Altering telegraph/telephone messages,PC,Crime,Felony,,16,24,36,Yes,Yes,,
621(a),Vandalism of law enforcement memorial or ﬁreﬁghter's memorial,PC,Crime,Felony,,16,24,36,Yes,Yes,,
625b(b),Tampering w/aircraft,PC,Crime,Felony,,16,24,36,Yes,Yes,,
625c ,Tampering w/transit vehicle w/intent to cause GBI ,PC,Crime,Felony,,16,24,36,No,No,,
626.9(b),Possession of ﬁrearm on school grounds,PC,Crime,Felony,,24,36,60,Yes,No,,
626.9(b),"Possession of ﬁrearm within 1,000 feet of school grounds",PC,Crime,Felony,,24,36,60,Yes,Yes,,
626.9(b) ,"Possession of ﬁrearm within 1,000 feet of school grounds w/prior felony conviction of speciﬁed felonies, defendant prohibited from possessing ﬁrearm, or ﬁrearm concealable",PC,Crime,Felony,,24,36,60,Yes,No,,
626.9(d) ,"Discharging or attempted discharge of ﬁrearm w/reckless disregard of safety of others on or within 1,000 feet of school grounds",PC,Crime,Felony,,36,60,84,Yes,No,,
626.9(h),Bring/possess loaded ﬁrearm on public or private college grounds,PC,Crime,Felony,,24,36,48,Yes,No,,
626.9(i),Bring/possess ﬁrearm on public or private college grounds,PC,Crime,Felony,,12,24,36,Yes,No,,
626.10(a)(1),"Possession of weapon, not ﬁrearm, on public or private school grounds",PC,Crime,Felony,,16,24,36,Yes,Yes,,
626.10(b),"Possession of weapon, not ﬁrearm, on public or private college grounds",PC,Crime,Felony,,16,24,36,Yes,Yes,,
626.95,Possessing ﬁrearm on grounds of playground or youth center,PC,Crime,Felony,,12,24,36,Yes,Yes,,
629.84,Violation of wiretapping laws,PC,Crime,Felony,,16,24,36,Yes,Yes,,
631,Wiretapping,PC,Crime,Felony,,16,24,36,Yes,Yes,,
632(a),Eavesdropping or recording conﬁdential communication,PC,Crime,Felony,,16,24,36,No,Yes,,
632.01,Disclosing or distributing contents of conﬁdential communicationwith a health care provider obtained in violation of PC 632(a) ,PC,Crime,Felony,,16,24,36,No,Yes,,
632.5,Unlawful interception of cellular radio telephone communication,PC,Crime,Felony,,16,24,36,No,Yes,,
632.6,Unlawful interception of cordless telephone communication,PC,Crime,Felony,,16,24,36,No,Yes,,
632.7,Unlawful interception of and recordation of cellular radio or cordless telephone communication,PC,Crime,Felony,,16,24,36,No,Yes,,
634,Trespass to invade privacy,PC,Crime,Felony,,16,24,36,No,Yes,,
635,Manufacturing or sale of eavesdropping devices,PC,Crime,Felony,,16,24,36,No,Yes,,
636(a),Electronic eavesdropping on privileged conversation,PC,Crime,Felony,,16,24,36,Yes,No,,
636(b),Nonelectronic eavesdropping on privileged conversation,PC,Crime,Felony,,16,24,36,Yes,Yes,,
637,Wrongful disclosure of telephone/telegraph communication,PC,Crime,Felony,,16,24,36,Yes,Yes,,
637.1,Wrongful disclosure of telephone/telegraph communication by employee,PC,Crime,Felony,,16,24,36,Yes,Yes,,
638.51,Unlawful installation or use of pen register or trap and trace device,PC,Crime,Felony,,16,24,36,Yes,Yes,,
639,Bribing ﬁnancial institution employee to obtain credit/loan,PC,Crime,Felony,,16,24,36,No,No,,
639a,Financial institution employee soliciting/accepting bribe,PC,Crime,Felony,,16,24,36,No,No,,
641,Bribing telegraph/telephone agent,PC,Crime,Felony,,16,24,36,No,No,,
641.3,"Commercial bribery where amount of bribe exceeds $1,000",PC,Crime,Felony,,16,24,36,No,Yes,,
642,Grand theft from corpse,PC,Crime,Felony,,16,24,36,Yes,Yes,,
646.9(a),Stalking,PC,Crime,Felony,,16,24,36,No,Yes,,
646.9(b),Stalking in violation of temporary restraining order or injunction,PC,Crime,Felony,,24,24,36,No,No,,
646.9(c)(1),"Stalking w/prior felony conviction of PC 273.5,273.6, or 422",PC,Crime,Felony,,24,24,36,No,Yes,,
646.9(c)(2),Stalking w/prior felony conviction  of stalking,PC,Crime,Felony,,24,24,36,No,No,,
647.6(b),Child molestation after entering inhabited dwelling w/o consent,PC,Crime,Felony,,16,24,36,No,Yes,,
647.6(c)(1),Child molestation w/prior conviction,PC,Crime,Felony,,16,24,36,No,No,,
647.6(c)(2) ,"Child molestation w/prior felony conviction of PC 647.6, 288, 311.4 involving minor under 14, or w/prior felony conviction of PC 261, 264.1, 269, 285, 286, 287, 288.5, or 289 involving minor under 16",PC,Crime,Felony,,24,48,72,No,No,,
648,Issuing or circulating counterfeit money w/prior conviction,PC,Crime,Felony,,16,24,36,No,No,,
653f(a),Soliciting commission of crime not murder,PC,Crime,Felony,,16,24,36,Yes,Yes,,
653f(b),Soliciting murder,PC,Crime,Felony,,36,72,108,No,No,,
653f(c),"Solicit commission of PC 264.1, 288, or 289",PC,Crime,Felony,,24,36,48,No,No,,
653f(d),Soliciting commission of drug offenses w/prior conviction,PC,Crime,Felony,,16,24,36,Yes,Yes,,
653f(e) ,Soliciting commission of health care fraud under Welf & I C 14014  w/prior conviction,PC,Crime,Felony,,16,24,36,Yes,Yes,,
653h(b),"Illegal sound recording, transfer, or transport of 1,000 or more articles",PC,Crime,Felony,,24,36,60,Yes,Yes,,
653h(c),"Illegal sound recording, transfer, or transport, w/prior conviction",PC,Crime,Felony,,16,24,36,Yes,Yes,,
653h(d),Illegal sound recording for sale w/prior conviction,PC,Crime,Felony,,16,24,36,Yes,Yes,,
653j,Solicitation of minor to commit certain felonies ,PC,Crime,Felony,,36,60,84,Yes,No,,
653s(a) ,"Transporting live performance recorded w/o consent if involves less than 1,000 articles w/prior conviction",PC,Crime,Felony,,16,24,36,Yes,Yes,,
653s(a) ,"Transporting live performance recorded w/o consent if involves 1,000 or more articles",PC,Crime,Felony,,24,36,60,Yes,Yes,,
653s(i) ,Selling or reselling live performance recorded w/o consent if involves 100 or more articles w/prior conviction,PC,Crime,Felony,,16,24,36,Yes,Yes,,
653s(i) ,Selling or reselling live performance recorded w/o consent if involves less than 100 articles w/2 prior convictions,PC,Crime,Felony,,16,24,36,Yes,Yes,,
653t(a) ,"Interfering w/emergency radio transmission resulting in serious bodily injury or property loss in excess of $10,000",PC,Crime,Felony,,16,24,36,Yes,No,,
653t(d) ,"Interfering w/emergency transmission over public safety radio frequency resulting in serious injury or property loss in excess of$10,000",PC,Crime,Felony,,16,24,36,Yes,No,,
653u(a) ,"Recording or mastering live performance recorded w/o consent if involves 1,000 or more articles",PC,Crime,Felony,,24,36,60,Yes,Yes,,
653u(a) ,"Recording or mastering live performance recorded w/o consent if involves less than 1,000 articles w/prior conviction",PC,Crime,Felony,,16,24,36,Yes,Yes,,
653w(a) ,"Failing to disclose origin of recording or audiovisual work for commercial gain if offense involves sale, resale, rental, or manufacture of 100 articles or more or commercial equivalent thereof",PC,Crime,Felony,,24,36,60,Yes,Yes,,
653w(a) ,"Failing to disclose origin of recording or audiovisual work for commercial gain if offense involves sale, resale, rental, or manufacture of less than 100 articles or commercial equivalent thereof w/prior conviction",PC,Crime,Felony,,16,24,36,Yes,Yes,,
664/190 ,Attempted murder,PC,Crime,Felony,,60,84,108,No,No,,
664/190 ,"Attempted murder, second degree",PC,Crime,Felony,,60,84,108,No,No,,
664/209(a),Attempted kidnap for ransom,PC,Crime,Felony,,60,84,108,No,No,,
664/209(b),Attempted kidnap for robbery ,PC,Crime,Felony,,60,72,84,No,No,,
666(a) ,"Petty theft w/theft-related prior conviction for which imprisonment term was served and defendant is a registered sex offender, or has a violent or serious prior felony conviction, or has a prior conviction under PC §368(d) or (e)",PC,Crime,Felony,,16,24,36,No,Yes,,
666.5,"Felony vehicle theft under VC 10851 or felony grand theft involving an auto, trailer, vessel, or special construction equipment under PC 487(d), 487h, or 496d, w/prior conviction",PC,Crime,Felony,,24,36,48,Yes,No,,
836.6,Escape after being lawfully arrested or remanded to custody causing serious bodily injury to police ofﬁcer,PC,Crime,Felony,,24,36,48,No,Yes,,
1203.018(i) ,Willful failure of misdemeanant to return to place of home detention ,PC,Crime,Felony,,NA,1Y1D ,NA,No,Yes,,
1203.018(i) ,Willful failure of felon to return to place of home detention ,PC,Crime,Felony,,16,24,36,No,Yes,,
1319.4,Failure to appear on a felony,PC,Crime,Felony,,16,24,36,Yes,Yes,,
1320(b) ,"Willful failure to appear felony hearing, when released on own recognizance ",PC,Crime,Felony,,16,24,36,Yes,Yes,,
1320.5,"Willful failure to appear felony hearing, when released on bail",PC,Crime,Felony,,16,24,36,Yes,Yes,,
1370.5,Escape from mental health facility ,PC,Crime,Felony,,NA,1Y1D,NA,No,Yes,,
2042,Escape/attempted escape from Deuel Vocational Institute,PC,Crime,Felony,,16,24,36,No,No,,
2772,Interference w/prisoner or delivery of forbidden items to prisoner,PC,Crime,Felony,,16,24,36,Yes,No,,
2790,Interference w/prisoner or delivery of forbidden items to prisoner,PC,Crime,Felony,,16,24,36,Yes,No,,
4011.7,Escape w/force or violence of misdemeanor prisoner from hospital,PC,Crime,Felony,,16,24,36,Yes,Yes,,
4133,Escape from industrial farm,PC,Crime,Felony,,16,24,36,No,Yes,,
4501(a) ,Assault w/deadly weapon or instrument by prisoner serving less than life sentence,PC,Crime,Felony,,24,48,72,No,No,,
4501(b) ,Assault by means of force likely to produce GBI by prisoner serving less than life sentence,PC,Crime,Felony,,24,48,72,No,No,,
4501.1,Battery of peace ofﬁcer or prison employee by prisoner by gassing,PC,Crime,Felony,,24,36,48,No,Yes,,
4501.5,Battery on nonprisoner by prisoner,PC,Crime,Felony,,24,36,48,No,No,,
4502(a),Prisoner possessing deadly weapon,PC,Crime,Felony,,24,36,48,Yes,No,,
4502(b),Prisoner manufacturing or attempting to manufacture deadly weapon,PC,Crime,Felony,,16,24,36,Yes,No,,
4503,Prisoner holding hostage in prison,PC,Crime,Felony,,36,60,84,No,No,,
4530(a),Escape or attempted escape from prison w/force or violence,PC,Crime,Felony,,24,48,72,No,No,,
4530(b),Escape or attempted escape from prison w/o force or violence,PC,Crime,Felony,,16,24,36,No,No,,
4532(a),Escape or attempt of misdemeanant from jail w/force or violence,PC,Crime,Felony,,24,48,72,No,Yes,,
4532(a) ,Escape or attempt of misdemeanant from jail w/o force or violence ,PC,Crime,Felony,,NA,1Y1D,NA,No,Yes,,
4532(b),Escape or attempt of felon from jail w/force or violence,PC,Crime,Felony,,24,48,72,No,Yes,,
4532(b),Escape or attempt of felon from jail w/o force or violence,PC,Crime,Felony,,16,24,36,No,Yes,,
4532(e) ,Failure of misdemeanant to return to jail subsequent to temporary release ,PC,Crime,Felony,,NA,1Y1D,NA,No,Yes,,
4532(e),Failure of felon to return to jail subsequent to temporary release,PC,Crime,Felony,,16,24,36,No,Yes,,
4533,Ofﬁcer aiding or abetting escape of prisoner,PC,Crime,Felony,,16,24,36,Yes,No,,
4534,Aiding or abetting escape,PC,Crime,Felony,,16,24,36,Yes,No,,
4535,Carrying items into prison/jail useful for escape,PC,Crime,Felony,,16,24,36,No,No,,
4536,"Escape or attempt of mentally disordered sex offender from state hospital, etc.",PC,Crime,Felony,,16,24,36,No,Yes,,
4550,Rescue or attempted rescue of prisoner convicted of capital crime,PC,Crime,Felony,,24,36,48,Yes,No,,
4550,Rescue or attempted rescue of prisoner convicted of noncapital crime,PC,Crime,Felony,,16,24,36,Yes,Yes,,
4571,Unauthorized entry on prison/jail grounds by ex-convict,PC,Crime,Felony,,16,24,36,No,No,,
4573,Smuggling drugs/drug device/alcohol into prison/jail ,PC,Crime,Felony,,24,36,48,Yes,No,,
4573.5,Bringing drugs/paraphernalia into prison/jail,PC,Crime,Felony,,16,24,36,No,No,,
4573.6,Possessing CS/drug device where prisoners are kept,PC,Crime,Felony,,24,36,48,Yes,No,,
4573.8,Possessing drugs/drug device/alcohol where prisoners are kept,PC,Crime,Felony,,16,24,36,No,No,,
4573.9,Sale of controlled substance to prisoner,PC,Crime,Felony,,24,48,72,Yes,No,,
4574(a),Bring/send ﬁrearms/deadly weapons/explosives into prison,PC,Crime,Felony,,24,36,48,Yes,No,,
4574(b),Smuggling tear gas into prison or jail,PC,Crime,Felony,,24,36,48,Yes,No,,
4600,"Destruction of prison or jail, damage exceeds $950",PC,Crime,Felony,,16,24,36,Yes,No,,
11411(c) ,Placing or displaying Nazi swastika on property of another on two or more occasions for purpose of terrorizing the property owner,PC,Crime,Felony,,16,24,36,Yes,Yes,,
11411(d) ,"Cross-burning on private property of another or school property for purpose of terrorizing property owner, student, or school employee",PC,Crime,Felony,,16,24,36,Yes,Yes,,
11412,Religious terrorism,PC,Crime,Felony,,16,24,36,No,No,,
11413,Use of explosives in terrorism of speciﬁed places,PC,Crime,Felony,,36,60,84,Yes,No,,
11418(a)(1),"Possession, production, or transfer of weapons of mass destruction",PC,Crime,Felony,,48,96,144,Yes,No,,
11418(a)(2) ,"Possession, production, or transfer of weapons of mass destruction w/prior conviction",PC,Crime,Felony,,60,120,180,Yes,No,,
11418(b)(3) ,Use of weapon of mass destruction to damage or disrupt food or source of drinking water,PC,Crime,Felony,,60,96,144,No,No,,
11418(b)(4) ,Use of weapon of mass destruction to cause damage to or substantial loss in the value of stock animals or crops,PC,Crime,Felony,,48,96,144,No,No,,
11418(c) ,Use of weapon of mass destruction to damage public natural resources ,PC,Crime,Felony,,36,48,72,No,No,,
11418(d)(1) ,Use of recombinant technology to create new pathogens for use in any crime deﬁned in PC 11418(b),PC,Crime,Felony,,48,96,144,No,No,,
11418(d)(2),Use of recombinant technology to create new pathogens for use in any crime deﬁned in PC 11418(c),PC,Crime,Felony,,36,72,108,No,No,,
11418.1,"Mailing, sending, or causing to be sent a false or facsimile weapon of mass destruction, or placing or possessing such weapon and causing another person to be placed in sustained fear",PC,Crime,Felony,,16,24,36,No,Yes,,
11418.5,"Threat of use of weapon of mass destruction resulting in isolation, quarantine, or decontamination",PC,Crime,Felony,,36,48,72,No,Yes,,
11419,Possession of restricted biological agents,PC,Crime,Felony,,48,96,144,Yes,,,
14162,Money laundering,PC,Crime,Felony,,16,24,36,No,Yes,,
18710,Possession of destructive device ,PC,Crime,Felony,,16,24,36,No,Yes,,
18715,"Possession of destructive device or explosive in public or private place, or on transit vehicle",PC,Crime,Felony,,24,48,72,Yes,No,,
18720,Possession of materials wit make destructive device or explosive w/o permit,PC,Crime,Felony,,24,36,48,Yes,No,,
18725,Carrying or placing destructive device or explosive on transit vehicle orin baggage,PC,Crime,Felony,,24,48,60,Yes,No,,
18730,Sale or transportation of destructive device,PC,Crime,Felony,,24,36,48,Yes,No,,
18735,"Sale, possession, or transportation of ﬁxed ammunition",PC,Crime,Felony,,16,24,36,Yes,Yes,,
18740,"Possession, explosion, or ignition of destructive device or explosive w/intent to injure or intimidate, or w/intent to injure or destroy property",PC,Crime,Felony,,36,60,84,Yes,No,,
18750,Willful and malicious explosion or ignition of destructive device or explosive causing bodily injury to another,PC,Crime,Felony,,60,84,108,No,No,,
19100,"Carrying concealed explosive substance, other than ﬁxed ammunition, on person",PC,Crime,Felony,,16,24,36,Yes,Yes,,
19200,"Possession or manufacture of, or offer to sell metal military practice or metal replica hand grenade",PC,Crime,Felony,,16,24,36,Yes,Yes,,
20110(a),"Assembly, maintenance, or placement of boobytrap device",PC,Crime,Felony,,24,36,60,Yes,Yes,,
20110(b) ,Possession of device wit use as boobytrap ,PC,Crime,Felony,,16,24,36,Yes,Yes,,
